,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
341,anloga,gh,1561325795,5.79,0.9,76.97,88,83,14.41
342,kirakira,sb,1561325796,-10.46,161.92,78.75,82,82,4.76
343,damara,cf,1561325796,4.96,18.7,78.8,88,0,2.24
344,mayo,ca,1561325796,63.59,-135.9,77.0,23,75,4.7
345,ulladulla,au,1561325499,-35.36,150.48,50.0,93,40,10.29
346,shimanovsk,ru,1561325796,52.0,127.67,63.97,96,97,5.41
347,kazachinskoye,ru,1561325797,57.69,93.28,56.54,92,22,4.09
348,sarkand,kz,1561325797,45.41,79.91,54.67,84,2,5.75
349,dalen,no,1561325797,59.45,7.99,52.0,81,13,3.15
350,wenling,cn,1561325797,28.38,121.38,66.0,87,94,1.43
351,honiara,sb,1561325798,-9.43,159.96,71.6,94,75,5.41
352,sargatskoye,ru,1561325798,55.6,73.49,49.63,97,31,5.61
353,lucera,it,1561325798,41.51,15.34,75.2,78,40,3.36
354,vila franca do campo,pt,1561325798,37.72,-25.43,66.2,63,20,6.93
355,inhambane,mz,1561325799,-23.87,35.38,65.21,91,17,3.58
356,varkaus,fi,1561325799,62.32,27.87,54.0,81,0,1.12
357,belyy yar,ru,1561325799,53.6,91.39,60.8,72,40,4.47
358,baghdad,iq,1561325800,33.3,44.38,89.6,19,0,8.05
359,san felipe,mx,1561325800,31.02,-114.84,88.0,51,0,7.0
360,seoul,kr,1561325800,37.57,126.98,69.8,93,1,1.12
361,hombourg-haut,fr,1561325800,49.13,6.78,72.0,82,0,6.93
362,cam ranh,vn,1561325801,11.92,109.15,82.4,78,20,2.24
363,granadilla de abona,es,1561325801,28.12,-16.58,75.2,69,20,6.93
364,dafeng,cn,1561325801,33.2,120.46,71.01,80,100,4.56
365,cavalcante,br,1561325802,-13.79,-47.46,64.48,63,0,6.33
366,mayumba,ga,1561325803,-3.44,10.65,74.68,84,0,6.67
367,cedar city,us,1561325543,37.68,-113.06,75.2,12,1,4.7
368,rocha,uy,1561325606,-34.48,-54.34,68.11,86,97,11.83
369,solnechnyy,ru,1561325804,50.72,136.64,53.55,98,100,1.32
370,rawson,ar,1561325804,-43.3,-65.11,50.04,56,0,7.02
371,quelimane,mz,1561325804,-17.88,36.89,69.8,94,20,0.25
372,beoumi,ci,1561325805,7.67,-5.58,78.8,83,20,6.93
373,dunedin,nz,1561325805,-45.87,170.5,48.99,72,100,25.01
374,riyadh,sa,1561325805,24.63,46.72,87.8,12,0,4.7
375,coquimbo,cl,1561325806,-29.95,-71.34,73.0,82,0,5.82
376,harper,lr,1561325806,4.38,-7.71,77.96,83,100,15.21
377,north bend,us,1561325807,43.41,-124.22,77.0,59,1,18.34
378,tarko-sale,ru,1561325807,64.92,77.78,45.0,89,41,11.54
379,salym,ru,1561325807,60.06,71.48,53.53,76,88,4.94
380,nelson bay,au,1561325808,-32.72,152.14,52.0,100,75,8.05
381,lyuban,by,1561325808,52.8,28.0,58.57,95,0,7.9
382,hong gai,vn,1561325808,20.96,107.09,86.0,89,75,9.17
383,ofaqim,il,1561325808,31.31,34.62,79.0,15,0,8.14
384,bambanglipuro,id,1561325809,-7.95,110.28,74.3,84,94,10.47
385,oistins,bb,1561325781,13.07,-59.53,82.4,83,40,8.05
386,wajima,jp,1561325809,37.4,136.9,66.11,83,80,5.59
387,tlacotepec,mx,1561325810,18.96,-99.93,62.6,67,90,12.75
388,carutapera,br,1561325811,-1.2,-46.02,76.43,94,100,4.45
389,trinidad,cu,1561325811,21.81,-79.98,96.8,44,90,9.17
390,ticuantepe,ni,1561325812,12.02,-86.21,93.2,46,40,18.34
391,taksimo,ru,1561325812,56.36,114.84,53.35,68,99,8.97
392,san,ml,1561325812,13.3,-4.9,95.02,31,100,7.29
393,prado,br,1561325812,-17.34,-39.22,70.87,90,78,4.54
394,mabaruma,gy,1561325813,8.2,-59.78,79.78,94,100,2.51
395,port lincoln,au,1561325813,-34.72,135.86,51.91,58,100,24.83
396,tibiri,ne,1561325813,13.59,7.06,96.62,30,26,13.62
397,korla,cn,1561325814,41.76,86.15,57.53,59,67,6.6
398,ipixuna,br,1561325814,-1.76,-48.8,80.6,83,40,4.7
399,voskresenskoye,ru,1561325814,56.84,45.43,57.71,70,0,5.17
400,usinsk,ru,1561325815,66.0,57.56,48.01,93,65,17.09
401,lieksa,fi,1561325815,63.32,30.02,49.41,75,52,5.99
402,itacurubi de la cordillera,py,1561325816,-25.45,-56.85,71.01,70,0,5.08
403,beloha,mg,1561325817,-25.17,45.06,66.4,78,0,6.8
404,ossora,ru,1561325817,59.24,163.07,46.37,85,100,1.59
405,kavaratti,in,1561325817,10.57,72.64,82.76,80,100,20.78
406,la ronge,ca,1561325818,55.1,-105.3,60.8,82,75,11.41
407,kamenka,ru,1561325818,53.19,44.05,78.01,49,44,2.93
408,sechura,pe,1561325818,-5.56,-80.82,64.93,88,63,18.21
409,mount isa,au,1561325819,-20.73,139.49,48.2,31,0,6.93
410,serebryanyy bor,ru,1561325819,56.8,124.8,52.29,86,14,1.16
411,vanavara,ru,1561325819,60.35,102.28,55.37,71,100,2.89
412,ust-maya,ru,1561325819,60.42,134.54,59.02,59,0,11.05
413,port keats,au,1561325823,-14.25,129.55,57.87,28,0,12.88
414,uruacu,br,1561325823,-14.52,-49.14,73.46,47,0,1.9
415,peniche,pt,1561325823,39.36,-9.38,66.2,93,20,3.36
416,shingu,jp,1561325824,33.72,135.99,58.73,96,0,4.52
417,ankang,cn,1561325824,32.73,108.99,67.99,72,100,0.47
418,stornoway,gb,1561325824,58.21,-6.39,55.4,87,98,9.17
419,likasi,cd,1561325825,-10.99,26.74,55.06,55,0,3.74
420,kahului,us,1561325615,20.89,-156.47,89.6,52,40,10.29
421,quatre cocos,mu,1561325825,-20.21,57.76,72.0,73,40,11.41
422,guasdualito,ve,1561325825,7.24,-70.73,77.0,100,40,5.82
423,denpasar,id,1561325826,-8.65,115.22,73.4,88,20,5.82
424,ilulissat,gl,1561325826,69.22,-51.1,48.2,45,40,4.7
425,mikhaylovka,kz,1561325826,54.89,69.46,58.7,98,100,5.82
426,nueva loja,ec,1561325629,0.08,-76.88,66.92,98,100,3.96
427,belonia,in,1561325827,23.25,91.45,80.8,86,33,5.55
428,oktyabrskiy,ru,1561325827,55.61,37.97,70.0,49,40,2.24
429,tagab,af,1561325828,34.85,69.65,71.6,19,20,6.93
430,mezen,ru,1561325828,65.85,44.24,37.57,91,76,8.32
431,semey,kz,1561325828,50.41,80.25,57.35,54,92,3.62
432,dali,cn,1561325829,25.6,100.24,63.34,96,100,2.42
433,pilar,ph,1561325829,14.67,120.55,84.99,88,40,3.36
434,toyooka,jp,1561325829,35.55,134.82,64.4,93,75,3.36
435,idaho falls,us,1561325829,43.49,-112.04,70.0,30,90,16.11
436,marawi,sd,1561325830,18.48,31.82,92.54,11,7,14.16
437,monroe,us,1561325831,41.91,-83.4,84.0,47,1,9.17
438,zeya,ru,1561325831,53.74,127.27,53.59,94,100,5.46
439,penon blanco,mx,1561325832,24.79,-104.04,88.29,18,36,0.22
440,santa cruz del sur,cu,1561325832,20.71,-78.0,94.93,44,2,9.22
441,nyurba,ru,1561325833,63.29,118.35,54.56,95,100,4.25
442,mehamn,no,1561325833,71.03,27.85,44.6,81,0,2.24
443,abadiania,br,1561325833,-16.2,-48.71,71.6,43,20,3.36
444,agadir,ma,1561325834,30.42,-9.58,68.0,77,40,10.29
445,vila do maio,cv,1561325834,15.13,-23.22,75.2,64,20,11.41
446,dodge city,us,1561325641,37.75,-100.02,79.0,47,1,10.29
447,samarai,pg,1561325835,-10.62,150.67,75.62,95,99,4.65
448,diamantino,br,1561325835,-14.4,-56.44,80.28,44,0,2.01
449,belaya gora,ru,1561325836,68.54,146.19,70.94,36,0,16.73
450,xining,cn,1561325836,36.62,101.77,49.5,91,47,2.57
451,kapuskasing,ca,1561325645,49.42,-82.43,80.6,32,90,3.36
452,beneditinos,br,1561325836,-5.46,-42.36,86.0,55,0,4.7
453,blythe,us,1561325837,33.61,-114.59,102.2,4,1,18.34
454,gushikawa,jp,1561325837,26.35,127.87,73.4,94,90,13.87
455,praia,cv,1561325837,14.92,-23.51,75.2,64,20,11.41
456,shevchenkove,ua,1561325838,49.7,37.18,80.6,39,0,6.71
457,payson,us,1561325838,40.04,-111.73,75.99,20,40,5.82
458,pindiga,ng,1561325838,9.98,10.93,80.42,76,100,8.41
459,excelsior springs,us,1561325838,39.34,-94.23,73.0,83,90,7.63
460,kuusamo,fi,1561325839,65.96,29.19,44.6,100,90,6.93
461,saurimo,ao,1561325839,-9.66,20.4,59.6,37,0,3.94
462,roebourne,au,1561325839,-20.77,117.15,65.84,79,42,3.47
463,chifeng,cn,1561325584,42.27,118.96,68.71,60,97,4.32
464,ishigaki,jp,1561325840,24.34,124.16,78.8,100,75,2.24
465,ribeira grande,pt,1561325840,38.52,-28.7,69.8,56,20,13.87
466,goure,ne,1561325840,13.98,10.27,97.24,15,38,7.0
467,nishihara,jp,1561325841,35.74,139.53,66.99,93,90,9.17
468,benghazi,ly,1561325827,32.12,20.07,79.79,60,0,14.38
469,charters towers,au,1561325841,-20.07,146.27,49.73,91,0,10.85
470,axim,gh,1561325841,4.87,-2.24,75.51,94,100,10.8
471,toki,jp,1561325600,35.35,137.18,71.6,73,75,8.05
472,andenes,no,1561325842,69.31,16.12,50.0,87,75,3.36
473,blagoyevo,ru,1561325842,63.37,47.92,49.86,74,61,8.01
474,fortuna,us,1561325842,40.6,-124.16,72.0,67,1,19.46
475,sarh,td,1561325843,9.14,18.39,76.59,80,79,2.48
476,brigantine,us,1561325843,39.41,-74.36,86.0,32,1,10.29
477,mandalay,mm,1561325844,21.98,96.08,86.49,66,80,12.01
478,kaabong,ug,1561325844,3.51,34.14,63.11,88,89,1.45
479,hutchinson,us,1561325844,38.06,-97.93,80.01,57,40,8.05
480,kabinda,cd,1561325844,-6.14,24.49,71.24,37,0,2.26
481,hit,iq,1561325845,33.64,42.83,91.44,16,0,7.4
482,luangwa,zm,1561325846,-12.88,28.25,53.28,70,0,4.16
483,salinopolis,br,1561325847,-0.61,-47.36,81.59,76,0,13.78
484,torbat-e jam,ir,1561325848,35.24,60.63,72.32,13,0,9.15
485,florianopolis,br,1561325626,-27.6,-48.55,75.0,73,0,10.29
486,tateyama,jp,1561325848,36.66,137.31,69.01,93,75,1.12
487,ballina,ie,1561325849,54.11,-9.15,57.0,93,90,13.87
488,touros,br,1561325849,-5.2,-35.46,78.8,78,75,5.82
489,marsa matruh,eg,1561325619,31.35,27.25,78.8,83,20,6.93
490,hervey bay,au,1561325849,-25.3,152.85,57.0,82,75,8.05
491,arraial do cabo,br,1561325850,-22.97,-42.02,75.2,78,0,11.41
492,linqing,cn,1561325850,36.85,115.71,80.05,35,100,7.7
493,poso,id,1561325850,-1.4,120.75,60.3,96,31,3.78
494,warrington,us,1561325851,40.25,-75.13,86.0,34,1,5.82
495,borujerd,ir,1561325851,33.89,48.76,77.0,30,0,6.93
496,ban nahin,la,1561325851,18.24,104.21,76.9,92,100,1.03
497,huilong,cn,1561325852,31.15,106.5,69.8,81,100,2.08
498,dicabisagan,ph,1561325852,17.08,122.42,74.95,91,100,1.66
499,komsomolskiy,ru,1561325852,67.55,63.78,41.72,92,100,8.9
500,porangatu,br,1561325852,-13.44,-49.14,76.61,49,0,2.84
501,moron,mn,1561325853,47.38,110.32,59.04,73,21,3.42
502,tchollire,cm,1561325853,8.4,14.17,76.5,90,100,4.72
503,buraydah,sa,1561325853,26.33,43.97,91.4,22,0,6.93
504,broken hill,au,1561325853,-31.97,141.45,33.8,80,0,1.12
505,dandong,cn,1561325854,40.12,124.37,62.44,79,13,4.65
506,kon tum,vn,1561325854,14.36,108.0,71.46,99,100,1.28
507,vardo,no,1561325854,70.37,31.11,41.0,86,20,3.36
508,maniitsoq,gl,1561325858,65.42,-52.9,41.33,92,99,1.61
509,kaputa,zm,1561325858,-8.47,29.66,62.5,55,0,2.01
510,hearst,ca,1561325858,49.69,-83.67,83.65,20,100,5.19
511,vestmanna,fo,1561325859,62.16,-7.17,50.0,81,0,4.7
512,kribi,cm,1561325859,2.94,9.91,78.25,83,100,17.07
513,kruszwica,pl,1561325859,52.67,18.33,62.01,63,0,8.05
514,necochea,ar,1561325860,-38.55,-58.74,50.0,90,0,6.17
515,samagaltay,ru,1561325860,50.6,95.0,59.15,67,100,4.34
516,kemi,fi,1561325860,65.74,24.56,46.4,87,0,5.82
517,stutterheim,za,1561325861,-32.57,27.43,39.22,93,1,3.53
518,qaqortoq,gl,1561325861,60.72,-46.03,53.6,58,100,8.05
519,duobao,cn,1561325861,30.67,112.69,73.0,86,33,2.84
520,kovdor,ru,1561325862,67.56,30.47,39.46,85,0,5.17
521,port hardy,ca,1561325862,50.7,-127.42,53.6,93,90,5.82
522,nanortalik,gl,1561325862,60.14,-45.24,43.16,88,100,5.17
523,los llanos de aridane,es,1561325865,28.66,-17.92,73.4,88,75,3.36
524,praia da vitoria,pt,1561325866,38.73,-27.07,66.2,72,20,10.94
525,shafter,us,1561325866,35.5,-119.27,97.0,18,1,7.87
526,havre-saint-pierre,ca,1561325866,50.23,-63.6,59.0,58,75,19.46
527,ekhabi,ru,1561325868,53.51,142.97,44.05,95,98,6.73
528,asyut,eg,1561325868,27.18,31.19,84.2,39,0,11.41
529,iisalmi,fi,1561325868,63.56,27.19,57.2,58,0,5.82
530,dudinka,ru,1561325868,69.41,86.18,42.8,87,0,4.47
531,wanganui,nz,1561325869,-39.93,175.05,48.0,72,100,5.99
532,athabasca,ca,1561325869,54.72,-113.29,63.34,75,82,7.45
533,umm lajj,sa,1561325870,25.02,37.27,87.77,54,0,13.2
534,chapada dos guimaraes,br,1561325870,-15.46,-55.75,87.8,35,0,6.93
535,yarim,ye,1561325870,14.3,44.38,74.02,65,34,1.5
536,leticia,co,1561325871,-4.21,-69.94,80.6,94,75,3.36
537,iracoubo,gf,1561325871,5.48,-53.21,78.23,92,79,5.5
538,strzelce krajenskie,pl,1561325871,52.88,15.53,59.24,75,33,6.71
539,san policarpo,ph,1561325872,12.18,125.51,78.48,87,90,7.56
540,piacabucu,br,1561325872,-10.41,-36.43,75.4,84,50,9.82
541,mongu,zm,1561325872,-15.27,23.14,59.08,43,0,4.88
542,portland,au,1561325873,-33.35,149.98,45.0,96,39,8.08
543,lethem,gy,1561325873,3.38,-59.8,87.5,57,36,6.46
544,elko,us,1561325873,40.83,-115.76,78.01,19,1,11.41
545,hebi,cn,1561325874,35.75,114.29,74.29,38,100,2.42
546,burns lake,ca,1561325875,54.23,-125.76,58.72,37,56,8.52
547,los amates,gt,1561325875,15.26,-89.1,87.01,26,100,1.01
548,velyka mykhaylivka,ua,1561325875,47.08,29.85,72.23,65,100,5.23
549,acajutla,sv,1561325712,13.59,-89.83,85.77,69,100,4.7
550,ontario,us,1561325875,34.07,-117.65,91.4,39,1,11.41
551,alice springs,au,1561325858,-23.7,133.88,33.8,55,0,8.41
552,kalianget,id,1561325876,-7.35,109.91,67.48,96,79,0.25
553,matehuala,mx,1561325877,23.65,-100.64,82.33,25,7,3.4
554,zhigansk,ru,1561325877,66.77,123.37,65.63,64,3,15.97
555,wiang sa,th,1561325878,8.64,99.37,74.99,97,100,5.46
556,huaraz,pe,1561325878,-9.53,-77.53,69.89,38,9,6.22
557,bestobe,kz,1561325878,52.5,73.1,57.78,90,100,5.23
558,ocos,gt,1561325879,14.51,-92.19,87.8,74,75,4.7
559,zharkent,kz,1561325879,44.17,80.0,47.39,60,0,3.91
560,soto la marina,mx,1561325879,23.77,-98.21,103.61,34,1,15.64
561,narasannapeta,in,1561325880,18.42,84.04,80.82,87,23,0.92
562,deputatskiy,ru,1561325880,69.3,139.9,62.91,47,0,17.36
563,gazanjyk,tm,1561325880,39.24,55.52,93.44,11,0,15.48
564,kijang,id,1561325880,0.9,104.63,78.8,94,47,2.24
565,zhangye,cn,1561325881,38.94,100.46,64.06,52,16,3.0
566,jahangirabad,in,1561325881,28.4,78.11,84.65,59,0,10.22
567,severodvinsk,ru,1561325881,64.56,39.82,50.0,100,90,6.71
568,gurupi,br,1561325881,-11.73,-49.07,78.35,47,0,2.64
569,aranda de duero,es,1561325882,41.67,-3.69,62.42,70,100,6.2
570,ambilobe,mg,1561325882,-13.19,49.05,69.44,90,0,5.53
571,mandalgovi,mn,1561325882,45.76,106.27,61.27,74,31,4.9
572,wattegama,lk,1561325883,7.35,80.68,73.96,92,67,4.88
573,umm kaddadah,sd,1561325884,13.6,26.69,92.74,32,0,12.84
574,tarata,pe,1561325885,-17.47,-70.03,62.6,67,40,8.05
575,yuanping,cn,1561325885,38.72,112.71,58.64,69,33,2.39
576,santo antonio do sudoeste,br,1561325886,-26.07,-53.73,67.03,76,0,3.29
577,langxiang,cn,1561325886,46.95,128.87,62.33,83,81,3.85
578,atar,mr,1561325887,20.52,-13.05,94.3,11,0,13.2
579,kundiawa,pg,1561325887,-6.02,144.97,55.12,99,100,1.99
580,blackwater,au,1561325887,-23.58,148.88,54.36,61,95,13.15
581,petropavlovsk-kamchatskiy,ru,1561325887,53.05,158.65,46.4,93,75,4.47
582,kinkala,cg,1561325888,-4.35,14.75,71.6,83,0,2.24
583,karatuzskoye,ru,1561325888,53.61,92.87,56.86,98,100,11.14
584,progress,ru,1561325888,49.74,129.68,62.42,94,100,6.69
585,helong,cn,1561325889,25.94,116.13,69.97,99,100,3.0
586,horsham,au,1561325889,-36.71,142.2,36.05,91,0,6.51
587,meiktila,mm,1561325889,20.88,95.86,82.53,71,99,14.16
588,vitim,ru,1561325889,59.44,112.57,54.52,56,59,1.79
589,coihaique,cl,1561325890,-45.58,-72.07,46.4,75,75,3.36
590,itarema,br,1561325890,-2.92,-39.92,75.71,81,12,6.67
591,jiexiu,cn,1561325891,37.02,111.92,65.48,48,96,2.44
592,boende,cd,1561325891,-0.28,20.88,74.65,77,71,1.77
593,krasnorechenskiy,ru,1561325892,44.63,135.35,54.43,89,82,1.32
594,kolyshley,ru,1561325892,52.7,44.54,78.01,49,77,4.52
595,pozo colorado,py,1561325893,-23.49,-58.8,77.72,52,0,6.04
596,saint-francois,gp,1561325893,16.25,-61.27,86.0,66,40,12.75
597,turan,ru,1561325893,52.15,93.92,52.2,97,100,5.88
598,springdale,ca,1561325893,49.5,-56.06,54.0,76,95,15.32
599,fossano,it,1561325894,44.55,7.72,75.99,53,0,2.24
600,grand gaube,mu,1561325894,-20.01,57.66,72.0,73,40,11.41
601,ayagoz,kz,1561325895,47.96,80.43,45.86,60,66,5.97
602,shimoda,jp,1561325895,34.7,138.93,68.0,98,100,4.0
603,taybad,ir,1561325895,34.74,60.78,72.31,14,0,9.37
604,tual,id,1561325895,-5.67,132.75,80.12,82,100,21.59
605,soe,id,1561325896,-9.86,124.28,64.37,94,5,4.83
606,sao gabriel da cachoeira,br,1561325896,-0.13,-67.09,80.66,89,27,2.95
607,mozarlandia,br,1561325839,-14.74,-50.57,78.98,39,0,3.36
608,duyun,cn,1561325897,26.27,107.52,62.82,85,100,1.9
609,ixtapa,mx,1561325898,20.71,-105.21,87.01,66,5,12.75
610,pimentel,pe,1561325898,-6.84,-79.94,66.2,29,20,16.11
611,mana,gf,1561325898,5.67,-53.78,78.39,94,100,3.53
612,beisfjord,no,1561325899,68.38,17.6,51.01,81,40,19.46
613,tungor,ru,1561325899,53.39,142.95,44.05,95,98,6.73
614,temiscaming,ca,1561325899,46.72,-79.1,80.01,31,75,9.17
615,ortona,it,1561325900,42.35,14.4,75.2,73,0,3.36
616,guanaja,hn,1561325900,16.4,-85.9,89.6,66,0,17.22
617,paso del macho,mx,1561325901,18.97,-96.73,89.6,79,20,11.41
618,yeppoon,au,1561325901,-23.13,150.74,60.8,77,90,4.7
619,padang,id,1561325901,-0.92,100.36,83.43,70,100,4.29
620,rock sound,bs,1561325902,24.9,-76.2,83.18,69,18,4.52
621,erzin,ru,1561325902,50.26,95.16,59.15,67,100,4.34
622,newport,us,1561325903,41.49,-71.31,86.0,42,1,5.82
623,conde,br,1561325903,-11.81,-37.61,70.29,96,6,3.49
624,belgaum,in,1561325903,15.87,74.5,72.04,98,100,2.77
625,itoman,jp,1561325904,26.12,127.67,73.4,94,75,6.93
626,mecca,sa,1561325827,21.43,39.83,89.28,33,0,5.17
627,road town,vg,1561325904,18.42,-64.62,86.0,62,40,9.17
628,ezerelis,lt,1561325905,54.88,23.62,59.0,62,0,2.24
629,mudgee,au,1561325905,-32.6,149.59,45.0,100,40,5.82
630,nuevo progreso,mx,1561325906,17.14,-95.05,93.28,36,93,4.07
631,santa maria,us,1561325684,34.95,-120.44,80.6,87,90,8.05
632,tromso,no,1561325907,69.65,18.96,50.0,87,75,3.36
633,kontagora,ng,1561325907,10.4,5.47,80.64,69,21,6.31
634,lufilufi,ws,1561325907,-13.87,-171.6,84.2,70,75,4.7
635,labuhan,id,1561325908,-2.54,115.51,71.53,92,67,1.45
636,rio claro,tt,1561325908,10.31,-61.18,87.01,70,20,9.17
637,feldkirch,at,1561325908,47.24,9.6,70.0,77,21,6.93
638,kenai,us,1561325876,60.55,-151.26,75.99,56,1,8.05
639,ornskoldsvik,se,1561325909,63.29,18.72,55.4,50,0,6.93
640,bantry,ie,1561325909,51.68,-9.45,57.2,100,90,11.41
641,nizwa,om,1561325910,22.93,57.53,89.3,23,59,5.26
642,we,nc,1561325910,-20.92,167.26,67.73,88,100,12.86
643,tortoli,it,1561325910,39.93,9.66,71.6,64,5,2.24
644,mocuba,mz,1561325910,-16.84,36.99,63.59,96,10,1.9
645,kamen-na-obi,ru,1561325910,53.79,81.35,46.49,93,96,5.86
646,muravlenko,ru,1561325911,63.79,74.5,54.41,57,93,15.08
647,curup,id,1561325911,-3.47,102.53,66.49,93,100,1.07
648,mogadishu,so,1561325911,2.04,45.34,75.1,88,0,9.82
649,sobolevo,ru,1561325911,54.43,31.9,56.48,97,37,7.18
650,soria,es,1561325912,41.76,-2.46,72.0,42,99,1.01
651,dordrecht,za,1561325912,-31.37,27.05,36.76,86,0,4.09
652,tsogni,ga,1561325912,-2.79,10.1,75.42,81,0,8.43
653,dingle,ie,1561325912,52.14,-10.27,57.31,92,69,18.81
654,spassk-ryazanskiy,ru,1561325913,54.41,40.38,69.01,46,100,5.01
655,oranjestad,aw,1561325913,12.52,-70.03,84.2,74,20,26.4
656,uusikaupunki,fi,1561325811,60.8,21.41,60.8,63,0,9.17
657,karratha,au,1561325913,-20.74,116.85,66.51,83,1,3.18
658,yangcun,cn,1561325914,29.98,118.17,60.79,86,100,2.35
659,hay river,ca,1561325914,60.82,-115.79,62.6,67,75,8.05
660,santa rosa,bo,1561325914,-20.7,-64.83,68.02,21,0,0.69
661,jaguarari,br,1561325915,-10.26,-40.2,66.4,91,19,9.08
662,oster,ua,1561325916,50.95,30.88,73.4,73,100,8.95
663,cabedelo,br,1561325916,-6.97,-34.84,77.0,78,40,5.82
664,nemuro,jp,1561325916,43.32,145.57,47.29,94,100,13.56
665,caraquet,ca,1561325895,47.79,-64.94,66.2,39,75,14.99
666,sarangani,ph,1561325918,5.4,125.46,83.14,74,100,4.52
667,kargopol,ru,1561325918,61.51,38.95,50.96,62,0,5.93
668,selje,no,1561325919,62.05,5.35,55.4,76,20,11.41
669,kawalu,id,1561325919,-7.38,108.21,63.97,91,90,3.58
670,estelle,us,1561325920,32.87,-97.01,95.0,52,40,18.34
671,sao luiz gonzaga,br,1561325837,-28.41,-54.96,69.08,77,79,5.5
672,halifax,ca,1561325336,44.65,-63.58,75.99,31,75,11.41
673,sao felix do xingu,br,1561325920,-6.64,-51.99,76.28,63,37,3.62
674,priiskovyy,ru,1561325924,51.93,116.63,59.9,93,80,4.03
675,ojinaga,mx,1561325927,29.57,-104.42,98.6,7,1,10.29
676,tilichiki,ru,1561325910,60.47,166.1,48.51,91,100,0.78
677,stykkisholmur,is,1561325928,65.08,-22.73,49.14,81,77,17.16
678,buenos aires,cr,1561325632,9.17,-83.33,80.14,87,100,3.29
679,cabra,ph,1561325928,13.89,120.05,86.22,70,100,7.74
680,sorong,id,1561325928,-0.86,131.25,74.93,95,58,5.12
681,urucara,br,1561325928,-2.54,-57.76,85.28,65,78,2.91
682,tara,ru,1561325929,56.9,74.37,46.85,95,0,1.19
683,huixtla,mx,1561325929,15.14,-92.46,87.8,70,75,5.82
